Store Number,Equipment,Quantity,Repair,Replace,Notes
3337,"Oil Pumps (Operational,  Down Time)",8,0,0,
3337,"Oil Pump Hoses (Leaking, Cracked, Worn)",8,0,1,8 cracked and leaking
3337,"Oil Guns (Leaking, Screen operational)",8,0,0,
3337,"Oil Gun Hoses (Leaking, Cracked, Worn)",8,0,0,
3337,Grease Gun (Leaking),1,1,1,non operable
3337,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,0," bay 2 has air leaks, lifts goes up unevenly. Bay 1 and 2 locks don? disengage. Bay 4 locks do not engage"
3337,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,,1,"Bay 1 and 2 locks don't disengage, bay 4 lock does not engage"
3337,Oil Tanks (Leaking),8,0,0,
3337,"Oil Tank Hoses (Leaking, Cracked, Worn)",8,0,0,
3337,Oil Tanks (Not In Use),0,,,
3337,Trash Cans,7,0,0,
3337,Water Bibb cocks (washer/coolant),2,0,0,
3337,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
3337,Coolant pump/hoses (Operational),1,0,0,
3337,"Air Regulators (Operational, Leaks)",2,0,0,
3337,"Air hoses (Operational, Leaks, Cracks)",3,0,1,1 leaks
3337,"Water Separators (Operational, Leaks)",1,0,0,
3337,Lower Bay Mop Sink Lift Pump (Operational),1,1,1,sink leaks water and faucet is broken
3356,Transmission Machine ,1,0,1,Ttech machine
3356,Tire Machines,1,0,0,
3356,Tire Balancer,1,0,0,
3356,Radiator Machine,1,0,1,Gravity feed
3356,Oil Evacuator,1,0,0,
3356,Differential EVAC machine,0,0,1,Need
3356,BFE EVAC Machine,1,0,1,Doesn? vacuum strongly
3356,A/C machine,1,0,0,
3356,Sump EVAC Machine ,0,0,0,
3356,"Oil sumps (leaking, roller condition)",3,1,0,leaking at valves
3356,"Compressors (Operational, Down Time)",1,0,0,
3356,"Oil Pumps (Operational,  Down Time)",5,0,0,
3356,"Oil Pump Hoses (Leaking, Cracked, Worn)",5,0,0,
3356,"Oil Guns (Leaking, Screen operational)",12,1,1,4 leak at seals and 8 have damaged screens
3356,"Oil Gun Hoses (Leaking, Cracked, Worn)",12,0,0,
3356,Grease Gun (Leaking),3,0,0,
3356,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,0,Bay 3 hose for lift lock needs replacing
3356,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,0,0,
3356,Oil Tanks (Leaking),8,0,0,
3356,"Oil Tank Hoses (Leaking, Cracked, Worn)",6,0,0,
3356,Oil Tanks (Not In Use),3,0,0,10/30 and 2 unprepared. 500g cubes
3356,Trash Cans ,5,0,0,
3356,Water Bibb cocks (washer/coolant),4,0,0,
3356,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
3356,Coolant pump/hoses (Operational),1,1,0,
3356,"Air Regulators (Operational, Leaks)",9,0,1,Need one for AFC and one for bay 3 lift
3356,"Air hoses (Operational, Leaks, Cracks)",4,0,0,Would like lowered from ceiling
3356,"Water Separators (Operational, Leaks)",1,0,0,Air dryer attached to compressor
3356,Lower Bay Mop Sink Lift Pump (Operational),0,0,0,
3403,Transmission Machine,1,0,0,new
3403,Tire Machines,1,0,0,
3403,Tire Balancer,1,0,0,
3403,Radiator Machine,1,,1,old
3403,Oil Evacuator,0,,,
3403,Differential EVAC machine,1,0,0,
3403,BFE EVAC Machine,1,0,0,
3403,A/C machine,0,,,
3403,Sump EVAC Machine,0,,,
3403,"Oil sumps (leaking, roller condition)",2,1,,rollers get stuck
3403,"Compressors (Operational, Down Time)",1,,,
3403,"Oil Pumps (Operational,  Down Time)",6,,,
3403,"Oil Pump Hoses (Leaking, Cracked, Worn)",6,,,
3403,"Oil Guns (Leaking, Screen operational)",6,,1,2 leaking
3403,"Oil Gun Hoses (Leaking, Cracked, Worn)",6,,1,2 worn and cracked
3403,Grease Gun (Leaking),2,0,0,
3403,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,1,,regulator on Bay 2 leaking
3403,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,,,
3403,Oil Tanks (Leaking),6,,1,2 plastic tanks bulging severely
3403,"Oil Tank Hoses (Leaking, Cracked, Worn)",6,0,0,
3403,Oil Tanks (Not In Use),0,,,
3403,Trash Cans,7,0,0,
3403,Water Bibb cocks (washer/coolant),3,,1,ordered from SC
3403,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,,1,cracking
3403,Coolant pump/hoses (Operational),1,,1,cracking
3403,"Air Regulators (Operational, Leaks)",1,,1,Bay 2 regulator leaks
3403,"Air hoses (Operational, Leaks, Cracks)",4,0,0,
3403,"Water Separators (Operational, Leaks)",1,,1,pump does not work
3403,Lower Bay Mop Sink Lift Pump (Operational),,,,
3428,Transmission Machine ,1,1,1,needs replacing
3428,Tire Machines,1,0,0,
3428,Tire Balancer,1,0,0,
3428,Radiator Machine,1,0,1,
3428,Oil Evacuator,1,1,1,need hoses
3428,Differential EVAC machine,0,0,1,
3428,BFE EVAC Machine,1,0,0,
3428,A/C machine,0,1,1,need machine
3428,Sump EVAC Machine ,0,0,0,
3428,"Oil sumps (leaking, roller condition)",o,0,0,
3428,"Compressors (Operational, Down Time)",1,0,0,recently replaced
3428,"Oil Pumps (Operational,  Down Time)",3,1,0,1 leaking high mileage pump
3428,"Oil Pump Hoses (Leaking, Cracked, Worn)",3,1,0,on high mileage pump
3428,"Oil Guns (Leaking, Screen operational)",10,1,0,4 screens not working
3428,"Oil Gun Hoses (Leaking, Cracked, Worn)",,0,0,no leaks
3428,Grease Gun (Leaking),0,0,0,
3428,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,0,bay 2 has air leak
3428,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,0,0,
3428,Oil Tanks (Leaking),0,0,0,
3428,"Oil Tank Hoses (Leaking, Cracked, Worn)",1,1,1,high mileage tank
3428,Oil Tanks (Not In Use),2,1,1,
3428,Trash Cans ,4,0,0,
3428,Water Bibb cocks (washer/coolant),0,0,0,
3428,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,in barrel hand pump
3428,Coolant pump/hoses (Operational),1,0,0,in barrel hand pump
3428,"Air Regulators (Operational, Leaks)",0,0,0,
3428,"Air hoses (Operational, Leaks, Cracks)",3,1,1,2 not operational
3428,"Water Separators (Operational, Leaks)",0,0,1,
3428,Lower Bay Mop Sink Lift Pump (Operational),0,0,0,need one
3709,Transmission Machine ,1,,,
3709,Tire Machines,0,,,
3709,Tire Balancer,0,,,
3709,Radiator Machine,1,,,
3709,Oil Evacuator,1,,,
3709,Differential EVAC machine,,,,same as oil evacuator
3709,BFE EVAC Machine,1,,,
3709,A/C machine,1,,,
3709,Sump EVAC Machine ,0,,,
3709,"Oil sumps (leaking, roller condition)",3,,,Bay 1&2 ok - Bay 3 needs new wheels
3709,"Compressors (Operational, Down Time)",1,,,
3709,"Oil Pumps (Operational,  Down Time)",,1,,2 need repair - will be taken care of by RILCO
3709,"Oil Pump Hoses (Leaking, Cracked, Worn)",,,,minor leaks - no drips
3709,"Oil Guns (Leaking, Screen operational)",,,1,2 guns need replaced
3709,"Oil Gun Hoses (Leaking, Cracked, Worn)",,,,all have minor leaks - no drips
3709,Grease Gun (Leaking),,,,hand guns
3709,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,1,1,"Bay 1 - does not return to rest with out help, Bay 2 needs replaced, was inspected and found to be beyond repair"
3709,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,,,
3709,Oil Tanks (Leaking),,,,None leak
3709,"Oil Tank Hoses (Leaking, Cracked, Worn)",,,,Minor leaks
3709,Oil Tanks (Not In Use),,,,None  
3709,Trash Cans ,,,,
3709,Water Bibb cocks (washer/coolant),6,,,
3709,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,,1,Does not operate smoothly or consistently
3709,Coolant pump/hoses (Operational),1,,,Minor leak at T in the tubing
3709,"Air Regulators (Operational, Leaks)",1,,1,75W90 needs replaced
3709,"Air hoses (Operational, Leaks, Cracks)",,,,
3709,"Water Separators (Operational, Leaks)",0,,,
3709,Lower Bay Mop Sink Lift Pump (Operational),1,,,No lift pump - plumbed into sewer
3733,Transmission Machine,1,0,0,
3733,Tire Machines,0,,,
3733,Tire Balancer,0,,,
3733,Radiator Machine,1,0,0,
3733,Oil Evacuator,1,0,0,
3733,Differential EVAC machine,1,0,0,
3733,BFE EVAC Machine,1,0,0,
3733,A/C machine,0,,,
3733,Sump EVAC Machine,0,,,
3733,"Oil sumps (leaking, roller condition)",3,0,0,
3733,"Compressors (Operational, Down Time)",1,0,0,
3733,"Oil Pumps (Operational,  Down Time)",5,0,0,
3733,"Oil Pump Hoses (Leaking, Cracked, Worn)",5,0,0,
3733,"Oil Guns (Leaking, Screen operational)",9,0,1,4 screens not working
3733,"Oil Gun Hoses (Leaking, Cracked, Worn)",10,,,
3733,Grease Gun (Leaking),0,,,
3733,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,0,
3733,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,0,0,
3733,Oil Tanks (Leaking),9,0,0,
3733,"Oil Tank Hoses (Leaking, Cracked, Worn)",5,,,
3733,Oil Tanks (Not In Use),,,,
3733,Trash Cans,6,0,0,
3733,Water Bibb cocks (washer/coolant),1,0,0,
3733,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
3733,Coolant pump/hoses (Operational),0,,,
3733,"Air Regulators (Operational, Leaks)",11,0,0,
3733,"Air hoses (Operational, Leaks, Cracks)",4,0,0,
3733,"Water Separators (Operational, Leaks)",1,0,0,
3733,Lower Bay Mop Sink Lift Pump (Operational),1,0,0,
3745,Transmission Machine,1,1,,"replace hoses, extra tubing needed"
3745,Tire Machines,1,,,
3745,Tire Balancer,1,,,
3745,Radiator Machine,1,,,hoses replaced 2022
3745,Oil Evacuator,1,,,no one knows how to use
3745,Differential EVAC machine,0,,,
3745,BFE EVAC Machine,2,1,,missing hose attachment
3745,A/C machine,1,1,,regular maintenance/filter change
3745,Sump EVAC Machine,1,,,
3745,"Oil sumps (leaking, roller condition)",2,,,Bay 1 missing cap
3745,"Compressors (Operational, Down Time)",1,1,,"auto drain line broken, drain manually daily"
3745,"Oil Pumps (Operational,  Down Time)",8,,,
3745,"Oil Pump Hoses (Leaking, Cracked, Worn)",8,,,
3745,"Oil Guns (Leaking, Screen operational)",8,1,,"PZGD 520 screen, PZSP 530 screen, PZ530 leaks at connection"
3745,"Oil Gun Hoses (Leaking, Cracked, Worn)",8,,,"PZ530, PZGD520"
3745,Grease Gun (Leaking),1,,,
3745,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,1,,Bay 1 red button loose
3745,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,,,
3745,Oil Tanks (Leaking),8,,,
3745,"Oil Tank Hoses (Leaking, Cracked, Worn)",8,,,
3745,Oil Tanks (Not In Use),0,,,
3745,Trash Cans,10,,,
3745,Water Bibb cocks (washer/coolant),2,,,
3745,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,,,tank smell
3745,Coolant pump/hoses (Operational),1,,,
3745,"Air Regulators (Operational, Leaks)",13,,,"10 LB, 3 UB"
3745,"Air hoses (Operational, Leaks, Cracks)",9,,,hose between bay 1&2 leaks (back of shop)
3745,"Water Separators (Operational, Leaks)",1,,,
3745,Lower Bay Mop Sink Lift Pump (Operational),0,,,
3751,Transmission Machine ,1,,,
3751,Tire Machines,1,,,
3751,Tire Balancer,1,,,
3751,Radiator Machine,1,,,
3751,Oil Evacuator,0,,,
3751,Differential EVAC machine,2,,,
3751,BFE EVAC Machine,1,,,
3751,A/C machine,1,,,
3751,Sump EVAC Machine ,1,,,
3751,"Oil sumps (leaking, roller condition)",2,,,
3751,"Compressors (Operational, Down Time)",1,,,
3751,"Oil Pumps (Operational,  Down Time)",1,,,
3751,"Oil Pump Hoses (Leaking, Cracked, Worn)",2,,,
3751,"Oil Guns (Leaking, Screen operational)",8,,,
3751,"Oil Gun Hoses (Leaking, Cracked, Worn)",8,,,
3751,Grease Gun (Leaking),2,,,
3751,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,,,
3751,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,,,
3751,Oil Tanks (Leaking),x,,,
3751,"Oil Tank Hoses (Leaking, Cracked, Worn)",x,,,
3751,Oil Tanks (Not In Use),x,,,
3751,Trash Cans ,x,,,
3751,Water Bibb cocks (washer/coolant),2,1,,1 bibcock needs replaced.
3751,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",2,,,
3751,Coolant pump/hoses (Operational),1,,,
3751,"Air Regulators (Operational, Leaks)",x,,,
3751,"Air hoses (Operational, Leaks, Cracks)",7,,,
3751,"Water Separators (Operational, Leaks)",1,,,
3751,Lower Bay Mop Sink Lift Pump (Operational),0,,,
3752,Transmission Machine ,1,,,
3752,Tire Machines,1,,,
3752,Tire Balancer,1,,,
3752,Radiator Machine,1,,,
3752,Oil Evacuator,1,,,
3752,Differential EVAC machine,0,,,
3752,BFE EVAC Machine,1,,,
3752,A/C machine,1,,,
3752,Sump EVAC Machine ,0,,,
3752,"Oil sumps (leaking, roller condition)",2,,,
3752,"Compressors (Operational, Down Time)",1,,,
3752,"Oil Pumps (Operational,  Down Time)",5,,,
3752,"Oil Pump Hoses (Leaking, Cracked, Worn)",5,,,
3752,"Oil Guns (Leaking, Screen operational)",5,,,
3752,"Oil Gun Hoses (Leaking, Cracked, Worn)",5,,,
3752,Grease Gun (Leaking),0,,,
3752,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,,,
3752,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,,,
3752,Oil Tanks (Leaking),11,,,
3752,"Oil Tank Hoses (Leaking, Cracked, Worn)",6,,,
3752,Oil Tanks (Not In Use),0,,,
3752,Trash Cans ,9,,,
3752,Water Bibb cocks (washer/coolant),1,,,
3752,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,,,
3752,Coolant pump/hoses (Operational),0,,,
3752,"Air Regulators (Operational, Leaks)",0,,,
3752,"Air hoses (Operational, Leaks, Cracks)",4,,,
3752,"Water Separators (Operational, Leaks)",0,,,
3752,Lower Bay Mop Sink Lift Pump (Operational),1,,,
3753,Transmission Machine ,1,0,0,
3753,Tire Machines,1,0,0,
3753,Tire Balancer,1,0,0,
3753,Radiator Machine,1,0,0,
3753,Oil Evacuator,0,0,1,DO NOT HAVE
3753,Differential EVAC machine,0,0,0,
3753,BFE EVAC Machine,1,0,0,
3753,A/C machine,1,0,1,INOP - CANNOT BE REPAIRED - ALREADY ATTEMPTED
3753,Sump EVAC Machine ,2,0,1,2 HOSES NEED TO BE REPLACED
3753,"Oil sumps (leaking, roller condition)",2,0,0,
3753,"Compressors (Operational, Down Time)",1,0,0,
3753,"Oil Pumps (Operational,  Down Time)",8,0,0,
3753,"Oil Pump Hoses (Leaking, Cracked, Worn)",8,0,0,
3753,"Oil Guns (Leaking, Screen operational)",8,0,0,
3753,"Oil Gun Hoses (Leaking, Cracked, Worn)",8,0,0,
3753,Grease Gun (Leaking),1,0,0,
3753,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,0,
3753,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,0,0,
3753,Oil Tanks (Leaking),9,0,0,
3753,"Oil Tank Hoses (Leaking, Cracked, Worn)",9,0,0,
3753,Oil Tanks (Not In Use),0,0,0,
3753,Trash Cans ,4,0,0,
3753,Water Bibb cocks (washer/coolant),2,0,0,
3753,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
3753,Coolant pump/hoses (Operational),1,0,0,
3753,"Air Regulators (Operational, Leaks)",11,0,0,
3753,"Air hoses (Operational, Leaks, Cracks)",8,0,0,
3753,"Water Separators (Operational, Leaks)",8,0,0,
3753,Lower Bay Mop Sink Lift Pump (Operational),0,0,0,
3754,Transmission Machine,1,0,0,
3754,Tire Machines,1,1,1,Arm gets stuck and have to beat with hammer
3754,Tire Balancer,1,0,0,
3754,Radiator Machine,1,0,0,
3754,Oil Evacuator,2,0,0,
3754,Differential EVAC machine,2,0,0,
3754,BFE EVAC Machine,2,0,0,
3754,A/C machine,1,1,1,AC machine has been down for a while
3754,Sump EVAC Machine,1,0,0,
3754,"Oil sumps (leaking, roller condition)",2,1,0,Leak around fittings where you drain.
3754,"Compressors (Operational, Down Time)",1,0,0,
3754,"Oil Pumps (Operational,  Down Time)",8,1,0,530 Gold pump is spraying grease
3754,"Oil Pump Hoses (Leaking, Cracked, Worn)",8,0,0,
3754,"Oil Guns (Leaking, Screen operational)",8,0,0,
3754,"Oil Gun Hoses (Leaking, Cracked, Worn)",8,1,1,530 gold and 020 gold leaking down hoses
3754,Grease Gun (Leaking),2,1,0,Lines in lower bay are leaking grease
3754,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,0,
3754,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,1,0,Bay 3lift leaks fluid from reservoir
3754,Oil Tanks (Leaking),9,0,0,
3754,"Oil Tank Hoses (Leaking, Cracked, Worn)",9,0,0,
3754,Oil Tanks (Not In Use),0,,,
3754,Trash Cans,12,0,1,Trash can in lowerbay is cracked has a hole
3754,Water Bibb cocks (washer/coolant),2,0,0,
3754,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
3754,Coolant pump/hoses (Operational),1,0,0,
3754,"Air Regulators (Operational, Leaks)",13,0,0,
3754,"Air hoses (Operational, Leaks, Cracks)",6,0,0,
3754,"Water Separators (Operational, Leaks)",1,0,0,
3754,Lower Bay Mop Sink Lift Pump (Operational),1,0,0,
3756,Transmission Machine,1,0,0,new
3756,Tire Machines,0,0,0,
3756,Tire Balancer,0,0,0,
3756,Radiator Machine,1,0,0,
3756,Oil Evacuator,0,0,0,
3756,Differential EVAC machine,0,0,0,
3756,BFE EVAC Machine,1,1,0,Missing the rubber tip the goes on bleeder valve
3756,A/C machine,0,0,0,
3756,Sump EVAC Machine,1,0,0,
3756,"Oil sumps (leaking, roller condition)",4,0,1,Hoses are cracked
3756,"Compressors (Operational, Down Time)",1,0,0,
3756,"Oil Pumps (Operational,  Down Time)",6,0,0,
3756,"Oil Pump Hoses (Leaking, Cracked, Worn)",14,0,0,
3756,"Oil Guns (Leaking, Screen operational)",12,0,0,All 12 oil guns hose have the rubber on them have started to fall off have already fallen off
3756,"Oil Gun Hoses (Leaking, Cracked, Worn)",12,0,0,"When air is turned on to it, pours out grease through the line"
3756,Grease Gun (Leaking),2,0,0,
3756,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,0,0,
3756,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,1,0,"The cylinder is leaking, parts are on back order for it"
3756,Oil Tanks (Leaking),12,0,0,
3756,"Oil Tank Hoses (Leaking, Cracked, Worn)",12,0,0,
3756,Oil Tanks (Not In Use),1,0,0,
3756,Trash Cans,9,0,0,
3756,Water Bibb cocks (washer/coolant),4,0,1,The front and rear washer fluid nozzles leak
3756,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
3756,Coolant pump/hoses (Operational),1,0,0,
3756,"Air Regulators (Operational, Leaks)",9,1,0,The regulator on the washer fluid pump leaks air
3756,"Air hoses (Operational, Leaks, Cracks)",5,0,1,Bay 2's air hose is leaking.
3756,"Water Separators (Operational, Leaks)",3,0,0,
3756,Lower Bay Mop Sink Lift Pump (Operational),0,0,0,
3763,Transmission Machine,1,,1,Pump struggles
3763,Tire Machines,1,0,,
3763,Tire Balancer,1,0,,
3763,Radiator Machine,1,0,,
3763,Oil Evacuator,1,0,,
3763,Differential EVAC machine,1,,1,Inlet hose dosent like to stay attached low pressure
3763,BFE EVAC Machine,1,0,,
3763,A/C machine,0,,,
3763,Sump EVAC Machine,0,,,
3763,"Oil sumps (leaking, roller condition)",2,1,,"Drain hoses leaking, Fittings leaking, Caps missing"
3763,"Compressors (Operational, Down Time)",1,0,,
3763,"Oil Pumps (Operational,  Down Time)",8,0,,
3763,"Oil Pump Hoses (Leaking, Cracked, Worn)",8,0,,
3763,"Oil Guns (Leaking, Screen operational)",8,1,,"Minor leaks on various hoses, Need Calibrating"
3763,"Oil Gun Hoses (Leaking, Cracked, Worn)",8,0,,
3763,Grease Gun (Leaking),2,0,,
3763,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,,
3763,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,0,,
3763,Oil Tanks (Leaking),9,0,,
3763,"Oil Tank Hoses (Leaking, Cracked, Worn)",10,0,,
3763,Oil Tanks (Not In Use),0,,,
3763,Trash Cans,10,,1,Guest bathroom trashcan needs replacing
3763,Water Bibb cocks (washer/coolant),2,0,,
3763,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,,
3763,Coolant pump/hoses (Operational),1,0,,
3763,"Air Regulators (Operational, Leaks)",20,0,,
3763,"Air hoses (Operational, Leaks, Cracks)",8,,1,"Air leaks on hoses attached to 2 post lift , 1 hose has issues fully rectracting"
3763,"Water Separators (Operational, Leaks)",1,0,,
3763,Lower Bay Mop Sink Lift Pump (Operational),1,0,,
3794,Transmission Machine,2,0,0,
3794,Tire Machines,1,0,0,
3794,Tire Balancer,1,0,0,
3794,Radiator Machine,1,0,0,
3794,Oil Evacuator,1,0,0,
3794,Differential EVAC machine,1,0,0,
3794,BFE EVAC Machine,1,0,0,
3794,A/C machine,,0,0,
3794,Sump EVAC Machine,1,1,1,
3794,"Oil sumps (leaking, roller condition)",2,0,0,
3794,"Compressors (Operational, Down Time)",1,0,0,
3794,"Oil Pumps (Operational,  Down Time)",9,0,0,
3794,"Oil Pump Hoses (Leaking, Cracked, Worn)",9,0,0,
